E_m,ref_Rrms_mm,dry_Rrms_mm,wet_Rrms_mm,dry_Rrms_ratio,wet_Rrms_ratio,dry_cosine,wet_cosine,dry_bestfit_amplitude,wet_bestfit_amplitude,dry_shape_residual,wet_shape_residual,dry_pbody_kpa,ref_pbody_kpa,wet_pbody_kpa,dry_Srbody,ref_Srbody,wet_Srbody
0.05,0.0030401849929727457,0.0038630580423069686,0.0003677770517783205,1.2706654533313788,0.12097193184902269,0.9999414710217347,0.924880695776442,1.2705910825806783,0.11188460449794445,0.010819174224011392,0.3802574109469584,-98.94057188053264,-95.53434524668779,-76.08548777218843,0.8827873256020163,0.8864870077691079,0.9099466987474192
0.15,0.0030401794494802977,0.0038630082369195116,0.0003684376531500564,1.2706513878908932,0.12118944268669365,0.9999415449138883,0.9256127610587797,1.270577111854596,0.11217449465640522,0.010812342726078264,0.3784719495089998,-98.94057540260062,-95.5343452091282,-76.08545520294138,0.8827873218386377,0.88648700781942,0.9099467395602158
0.25,0.010204730617587468,0.012710593166695565,0.0015898466972470884,1.245558912137214,0.15579506768234017,0.9996876347781309,0.7688779610099971,1.245169842851273,0.1197873939750122,0.0249926563555473,0.6393955591596717,-98.93942714180312,-95.53348044959093,-76.08549040100581,0.8827885121033489,0.8864879517957361,0.9099467353413054
